Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,100000.0,30000.0,0.0,10000.0,140000.0
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,10000.0,130000.0,0.0,140000.0
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,80000.0,40000.0,0.0,10000.0,140000.0
MySims Collection,Wii,2010,Misc,Electronic Arts,130000.0,0.0,0.0,10000.0,140000.0
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0.0,130000.0,0.0,10000.0,140000.0
Football Manager 2012,PSP,2011,Sports,Sega,0.0,100000.0,0.0,40000.0,140000.0
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,70000.0,0.0,60000.0,10000.0,140000.0
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0.0,0.0,140000.0,0.0,140000.0
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0.0,0.0,140000.0,0.0,140000.0
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,130000.0,0.0,0.0,10000.0,140000.0
The Amazing Race,Wii,2010,Misc,Ubisoft,130000.0,0.0,0.0,10000.0,140000.0
Far Cry: Primal,PC,2016,Action,Ubisoft,40000.0,90000.0,0.0,10000.0,140000.0
Dead Rising 2,PC,2010,Action,Capcom,100000.0,20000.0,0.0,10000.0,140000.0
Let's Cheer,X360,2011,Misc,Take-Two Interactive,120000.0,0.0,0.0,10000.0,140000.0
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,70000.0,30000.0,20000.0,20000.0,140000.0
Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0.0,120000.0,0.0,20000.0,140000.0
The X-Factor,PS3,2010,Misc,Deep Silver,0.0,100000.0,0.0,30000.0,140000.0
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,120000.0,10000.0,0.0,10000.0,140000.0
Football Manager 2014,PSV,2013,Sports,Sega,0.0,100000.0,0.0,40000.0,140000.0
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,90000.0,40000.0,0.0,10000.0,140000.0
Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,80000.0,40000.0,0.0,20000.0,140000.0
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,110000.0,0.0,0.0,20000.0,140000.0
Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,10000.0,100000.0,0.0,20000.0,140000.0
Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,0.0,140000.0,0.0,140000.0
Let's Play Ballerina,DS,2010,Sports,Deep Silver,130000.0,0.0,0.0,10000.0,140000.0
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,140000.0,0.0,140000.0
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.0,130000.0,0.0,10000.0,140000.0
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,90000.0,30000.0,0.0,10000.0,140000.0
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,110000.0,20000.0,0.0,10000.0,140000.0
Top Shot Arcade,Wii,2011,Shooter,Activision,130000.0,0.0,0.0,10000.0,140000.0
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,130000.0,0.0,0.0,10000.0,140000.0
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,20000.0,100000.0,0.0,10000.0,140000.0
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,40000.0,70000.0,0.0,20000.0,140000.0
Deepak Chopra's Leela,Wii,2011,Misc,THQ,110000.0,10000.0,0.0,10000.0,140000.0
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,110000.0,10000.0,0.0,10000.0,140000.0
NCIS,Wii,2011,Adventure,Ubisoft,80000.0,40000.0,0.0,10000.0,140000.0
Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,140000.0,0.0,140000.0
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0.0,0.0,140000.0,0.0,140000.0
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0.0,120000.0,0.0,20000.0,130000.0
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0.0,0.0,130000.0,0.0,130000.0
Medalot 7,3DS,2012,Action,Rocket Company,0.0,0.0,130000.0,0.0,130000.0
Winter Stars,Wii,2011,Sports,Deep Silver,60000.0,70000.0,0.0,10000.0,130000.0
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0.0,0.0,130000.0,0.0,130000.0
Shovel Knight,3DS,2015,Platform,Yacht Club Games,70000.0,40000.0,10000.0,10000.0,130000.0
Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,40000.0,30000.0,40000.0,20000.0,130000.0
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0.0,0.0,130000.0,0.0,130000.0
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,70000.0,60000.0,0.0,10000.0,130000.0
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,100000.0,20000.0,0.0,10000.0,130000.0
Transformers: Devastation,XOne,2015,Action,Activision,90000.0,30000.0,0.0,10000.0,130000.0
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.0,120000.0,0.0,20000.0,130000.0
DmC: Devil May Cry,XOne,2015,Action,Capcom,80000.0,40000.0,0.0,10000.0,130000.0
WipeOut 3 The Game,WiiU,2012,Action,Activision,120000.0,0.0,0.0,10000.0,130000.0
Bakugan: Battle Trainer,DS,2010,Action,Activision,120000.0,0.0,0.0,10000.0,130000.0
Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Venetica,X360,2010,Role-Playing,DTP Entertainment,90000.0,30000.0,0.0,10000.0,130000.0
James Bond 007: Legends,WiiU,2012,Shooter,Activision,70000.0,50000.0,0.0,10000.0,130000.0
Rugby 15,PS3,2015,Sports,Bigben Interactive,20000.0,90000.0,0.0,20000.0,130000.0
MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,60000.0,50000.0,0.0,20000.0,130000.0
Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0.0,0.0,130000.0,0.0,130000.0
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,120000.0,0.0,0.0,10000.0,130000.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,80000.0,40000.0,0.0,10000.0,130000.0
Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,130000.0,0.0,130000.0
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,130000.0,0.0,130000.0
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Persona 4: Arena,X360,2012,Fighting,Atlus,80000.0,20000.0,30000.0,10000.0,130000.0
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,80000.0,40000.0,0.0,10000.0,130000.0
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,10000.0,50000.0,60000.0,10000.0,130000.0
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,110000.0,20000.0,0.0,10000.0,130000.0
Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,120000.0,0.0,0.0,10000.0,130000.0
Attack on Titan (KOEI),PSV,2016,Action,Tecmo Koei,0.0,0.0,130000.0,0.0,130000.0
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0.0,0.0,130000.0,0.0,130000.0
Megamind: The Blue Defender,PSP,2010,Adventure,THQ,80000.0,30000.0,0.0,20000.0,130000.0
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.0,0.0,130000.0,0.0,130000.0
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,30000.0,80000.0,0.0,20000.0,130000.0
The Smurfs 2,X360,2013,Platform,Ubisoft,30000.0,90000.0,0.0,10000.0,130000.0
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,60000.0,40000.0,10000.0,20000.0,130000.0
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,40000.0,20000.0,50000.0,20000.0,130000.0
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,80000.0,30000.0,20000.0,10000.0,130000.0
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,80000.0,40000.0,0.0,10000.0,130000.0
The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,120000.0,0.0,0.0,10000.0,130000.0
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,120000.0,0.0,0.0,10000.0,130000.0
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,100000.0,20000.0,0.0,10000.0,130000.0
Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,60000.0,20000.0,40000.0,20000.0,130000.0
Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0.0,0.0,130000.0,0.0,130000.0
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,10000.0,100000.0,0.0,20000.0,130000.0
Rango: The Video Game,X360,2011,Action,Electronic Arts,60000.0,60000.0,0.0,10000.0,130000.0
The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,80000.0,40000.0,0.0,10000.0,130000.0
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,90000.0,20000.0,0.0,20000.0,130000.0
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,90000.0,30000.0,0.0,10000.0,130000.0
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,110000.0,0.0,0.0,20000.0,130000.0
Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,120000.0,0.0,0.0,10000.0,130000.0
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,70000.0,50000.0,0.0,10000.0,130000.0
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,30000.0,80000.0,0.0,20000.0,130000.0
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,30000.0,20000.0,70000.0,10000.0,130000.0
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,120000.0,0.0,0.0,10000.0,130000.0
Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft,100000.0,20000.0,0.0,10000.0,130000.0
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0.0,0.0,130000.0,0.0,130000.0
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,100000.0,20000.0,0.0,10000.0,130000.0
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,120000.0,0.0,0.0,10000.0,130000.0
Metal Max 3,DS,2010,Role-Playing,Enterbrain,0.0,0.0,130000.0,0.0,130000.0
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0.0,0.0,130000.0,0.0,130000.0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0.0,0.0,130000.0,0.0,130000.0
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0.0,0.0,130000.0,0.0,130000.0
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,90000.0,30000.0,0.0,10000.0,130000.0
Puppies 3D,3DS,2011,Misc,Ubisoft,80000.0,40000.0,0.0,10000.0,130000.0
Just Cause 2,PC,2010,Action,Square Enix,0.0,100000.0,0.0,30000.0,130000.0
Venetica,PS3,2010,Role-Playing,DTP Entertainment,70000.0,40000.0,0.0,20000.0,130000.0
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,110000.0,10000.0,0.0,10000.0,130000.0
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,80000.0,40000.0,0.0,10000.0,130000.0
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,110000.0,10000.0,0.0,10000.0,130000.0
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,40000.0,80000.0,0.0,10000.0,130000.0
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,80000.0,30000.0,0.0,10000.0,130000.0
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0.0,0.0,130000.0,0.0,130000.0
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,20000.0,50000.0,40000.0,10000.0,130000.0
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,50000.0,70000.0,0.0,10000.0,130000.0
Thor: God of Thunder,DS,2011,Action,Sega,90000.0,30000.0,0.0,10000.0,130000.0
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,120000.0,0.0,0.0,10000.0,130000.0
Fit in Six,PS3,2011,Sports,Ubisoft,120000.0,0.0,0.0,10000.0,130000.0
Deepak Chopra's Leela,X360,2011,Misc,THQ,70000.0,50000.0,0.0,10000.0,130000.0
Twister Mania,X360,2011,Misc,505 Games,100000.0,10000.0,0.0,10000.0,130000.0
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0.0,0.0,130000.0,0.0,130000.0
NCIS,PS3,2011,Adventure,Ubisoft,70000.0,40000.0,0.0,20000.0,130000.0
Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision,120000.0,0.0,0.0,10000.0,130000.0
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0.0,0.0,130000.0,0.0,130000.0
Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,80000.0,30000.0,0.0,10000.0,130000.0
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0.0,0.0,130000.0,0.0,130000.0
Victorious: Time to Shine,X360,2011,Action,D3Publisher,120000.0,0.0,0.0,10000.0,130000.0
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,130000.0,0.0,130000.0
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,120000.0,0.0,0.0,10000.0,130000.0
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,40000.0,10000.0,60000.0,20000.0,130000.0
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,40000.0,50000.0,10000.0,20000.0,130000.0
Last Ranker,PSP,2010,Role-Playing,Capcom,0.0,0.0,130000.0,0.0,130000.0
Battleborn,XOne,2016,Shooter,Take-Two Interactive,80000.0,40000.0,0.0,10000.0,130000.0
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,130000.0,0.0,130000.0
Conduit 2,Wii,2011,Shooter,Sega,70000.0,40000.0,0.0,10000.0,130000.0
Supremacy MMA,PS3,2011,Fighting,505 Games,60000.0,40000.0,0.0,20000.0,130000.0
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,70000.0,40000.0,0.0,10000.0,120000.0
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,100000.0,10000.0,0.0,10000.0,120000.0
Sleeping Dogs,PC,2012,Action,Square Enix,60000.0,50000.0,0.0,20000.0,120000.0
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0.0,100000.0,0.0,30000.0,120000.0
Lego Star Wars: The Force Awakens,PS3,2016,Action,Warner Bros. Interactive Entertainment,30000.0,70000.0,0.0,20000.0,120000.0
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0.0,100000.0,0.0,30000.0,120000.0
Blackwater,X360,2011,Shooter,505 Games,90000.0,20000.0,0.0,10000.0,120000.0
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,50000.0,70000.0,0.0,10000.0,120000.0
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,120000.0,0.0,0.0,10000.0,120000.0
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Rocket League,XOne,2016,Sports,505 Games,30000.0,90000.0,0.0,10000.0,120000.0
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,50000.0,70000.0,0.0,10000.0,120000.0
Gladiator Begins,PSP,2010,Action,PQube,50000.0,10000.0,50000.0,10000.0,120000.0
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,110000.0,0.0,0.0,10000.0,120000.0
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Angry Birds Star Wars,PSV,2013,Strategy,Activision,50000.0,40000.0,0.0,30000.0,120000.0
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,50000.0,60000.0,10000.0,120000.0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,40000.0,60000.0,20000.0,120000.0
Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,60000.0,40000.0,0.0,20000.0,120000.0
MotoGP 14,PS3,2014,Racing,Milestone S.r.l.,40000.0,60000.0,0.0,20000.0,120000.0
Cars 2,PSP,2011,Racing,Disney Interactive Studios,100000.0,10000.0,0.0,10000.0,120000.0
The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,100000.0,20000.0,0.0,10000.0,120000.0
WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,20000.0,90000.0,0.0,20000.0,120000.0
Bodycount,PS3,2011,Shooter,Codemasters,50000.0,60000.0,0.0,20000.0,120000.0
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Megamind: Ultimate Showdown,X360,2010,Action,THQ,70000.0,40000.0,0.0,10000.0,120000.0
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Crush3D,3DS,2012,Platform,Sega,70000.0,40000.0,0.0,10000.0,120000.0
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0.0,0.0,120000.0,0.0,120000.0
Lost Planet 3,X360,2013,Shooter,Capcom,70000.0,40000.0,10000.0,10000.0,120000.0
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0.0,30000.0,90000.0,0.0,120000.0
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0.0,70000.0,30000.0,20000.0,120000.0
Dance Paradise,X360,2010,Misc,Mindscape,100000.0,10000.0,0.0,10000.0,120000.0
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,30000.0,50000.0,20000.0,20000.0,120000.0
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,100000.0,0.0,20000.0,120000.0
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,10000.0,0.0,110000.0,0.0,120000.0
Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,110000.0,0.0,0.0,10000.0,120000.0
Killer is Dead,X360,2013,Action,Deep Silver,80000.0,20000.0,10000.0,10000.0,120000.0
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,100000.0,0.0,10000.0,10000.0,120000.0
McDROID,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,110000.0,0.0,0.0,10000.0,120000.0
Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,80000.0,20000.0,0.0,20000.0,120000.0
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,90000.0,0.0,30000.0,10000.0,120000.0
NASCAR Unleashed,X360,2011,Racing,Activision,110000.0,0.0,0.0,10000.0,120000.0
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,70000.0,0.0,40000.0,10000.0,120000.0
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0.0,0.0,120000.0,0.0,120000.0
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
nail'd,PS3,2010,Racing,Deep Silver,80000.0,20000.0,0.0,20000.0,120000.0
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,110000.0,0.0,0.0,10000.0,120000.0
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,80000.0,30000.0,0.0,10000.0,120000.0
Minute to Win It,DS,2010,Misc,Zoo Games,110000.0,0.0,0.0,10000.0,120000.0
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,110000.0,0.0,0.0,10000.0,120000.0
Sacred 3,PS3,2014,Role-Playing,Deep Silver,30000.0,50000.0,20000.0,20000.0,120000.0
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,90000.0,20000.0,0.0,10000.0,120000.0
Fit in Six,Wii,2011,Sports,Ubisoft,110000.0,0.0,0.0,10000.0,120000.0
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
7 Days to Die,PS4,2016,Action,Telltale Games,30000.0,70000.0,0.0,20000.0,120000.0
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,110000.0,0.0,0.0,10000.0,120000.0
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,110000.0,0.0,0.0,10000.0,120000.0
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,110000.0,0.0,0.0,10000.0,120000.0
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,60000.0,50000.0,0.0,10000.0,120000.0
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,0.0,0.0,120000.0,0.0,120000.0
ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,100000.0,0.0,20000.0,120000.0
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,40000.0,70000.0,0.0,10000.0,120000.0
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,70000.0,30000.0,0.0,10000.0,120000.0
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,80000.0,30000.0,0.0,10000.0,120000.0
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,80000.0,0.0,30000.0,10000.0,120000.0
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,10000.0,0.0,100000.0,0.0,120000.0
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,20000.0,60000.0,10000.0,20000.0,120000.0
Tropico 5,PC,2014,Simulation,Kalypso Media,20000.0,80000.0,0.0,10000.0,120000.0
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0.0,0.0,120000.0,0.0,120000.0
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix,0.0,0.0,120000.0,0.0,120000.0
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,80000.0,20000.0,10000.0,10000.0,120000.0
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,80000.0,30000.0,0.0,10000.0,120000.0
Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0.0,0.0,120000.0,0.0,120000.0
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,120000.0,0.0,120000.0
Dementium II,DS,2010,Shooter,SouthPeak Games,90000.0,20000.0,0.0,10000.0,120000.0
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,10000.0,90000.0,0.0,20000.0,120000.0
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,20000.0,30000.0,50000.0,10000.0,120000.0
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,110000.0,0.0,0.0,10000.0,120000.0
Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,120000.0,0.0,120000.0
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,20000.0,20000.0,60000.0,10000.0,120000.0
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,80000.0,30000.0,0.0,10000.0,120000.0
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,60000.0,30000.0,0.0,20000.0,120000.0
Spider-Man: Edge of Time,3DS,2011,Action,Activision,80000.0,30000.0,0.0,10000.0,120000.0
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0.0,0.0,120000.0,0.0,120000.0
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,50000.0,50000.0,0.0,10000.0,120000.0
The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,70000.0,20000.0,0.0,20000.0,120000.0
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,60000.0,50000.0,0.0,10000.0,120000.0
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,20000.0,20000.0,60000.0,10000.0,120000.0
Lost Horizon,PC,2010,Adventure,Deep Silver,0.0,100000.0,0.0,20000.0,120000.0
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,120000.0,0.0,120000.0
Get Up and Dance,Wii,2011,Misc,O-Games,60000.0,40000.0,0.0,10000.0,120000.0
Rango: The Video Game,DS,2011,Action,Electronic Arts,70000.0,30000.0,0.0,10000.0,120000.0
